1.000000,0.977778
1.000000,0.977778
1.000000,0.966667
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,0.988889
1.000000,1.000000
1.000000,0.988889
1.000000,0.977778
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.900000,1.000000
0.900000,1.000000
0.750000,0.987500
0.650000,1.000000
0.350000,1.000000
0.250000,1.000000
1.000000,1.000000
1.000000,1.000000
1.000000,1.000000
0.933333,1.000000
0.833333,1.000000
0.633333,1.000000
0.266667,1.000000
0.200000,1.000000
0.266667,1.000000
0.100000,1.000000
1.000000,1.000000
1.000000,1.000000
0.800000,1.000000
0.750000,1.000000
0.425000,1.000000
0.275000,1.000000
0.225000,1.000000
0.225000,1.000000
0.150000,1.000000
0.075000,1.000000
1.000000,1.000000
0.980000,1.000000
0.740000,1.000000
0.440000,1.000000
0.200000,1.000000
0.200000,1.000000
0.200000,1.000000
0.160000,1.000000
0.160000,1.000000
0.080000,1.000000
1.000000,1.000000
0.883333,1.000000
0.466667,1.000000
0.283333,1.000000
0.233333,1.000000
0.166667,1.000000
0.100000,1.000000
0.066667,1.000000
0.066667,1.000000
0.133333,1.000000
1.000000,1.000000
0.728571,1.000000
0.328571,1.000000
0.228571,1.000000
0.185714,1.000000
0.071429,1.000000
0.071429,1.000000
0.100000,1.000000
0.128571,1.000000
0.057143,1.000000
1.000000,1.000000
0.550000,1.000000
0.300000,1.000000
0.187500,1.000000
0.150000,1.000000
0.075000,1.000000
0.100000,1.000000
0.075000,1.000000
0.050000,1.000000
0.100000,1.000000
1.000000,1.000000
0.522222,1.000000
0.188889,1.000000
0.133333,1.000000
0.100000,1.000000
0.144444,1.000000
0.088889,1.000000
0.066667,1.000000
0.088889,1.000000
0.033333,1.000000
1.000000,1.000000
